id_del_portafolio,referencia_del_proceso,entidad,departamento_entidad,ciudad_entidad,modalidad_de_contratacion,tipo_de_contrato,estado_del_procedimiento,precio_base,valor_total_adjudicacion,proveedores_unicos_con,duracion,unidad_de_duracion,fecha_de_publicacion_del
CO1.BDOS.10187358,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE EL COLEGIO,Cundinamarca,El Colegio,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,190000000,190000000,1,3,Mes(es),2026-05-08T00:00:00.000
CO1.BDOS.10210334,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299862704,2,4,Mes(es),2026-05-07T00:00:00.000
CO1.BDOS.10187355,020-00-K-ESUFA-GRUAL-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE SUBOFICIALES  FAC CT ANDRES M DIAZ,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,420000000,398819992,10,3,Mes(es),2026-05-06T00:00:00.000
CO1.BDOS.10175359,SAMC 010-2026 ALC GTA  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GUACHETÁ,Cundinamarca,Guachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,112630316,112519940,1,2,Mes(es),2026-05-06T00:00:00.000
CO1.BDOS.10170403,SAMC-001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,Guasca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,136462604,136419065,1,4,Mes(es),2026-05-05T00:00:00.000
CO1.BDOS.10172475,LP-001-2026 (Fase de Selección (Presentación de ofertas)),ALCALDIA DE TABIO,Cundinamarca,Tabio,Licitación pública Obra Publica,Obra,Seleccionado,974752626,918442814,33,6,Mes(es),2026-05-05T00:00:00.000
CO1.BDOS.10116523,SA-007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,277535662,277258460,2,5,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10116247,SA-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,333970398,333306961,2,3,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10162921,LP 2026-0505 (Fase de Selección (Presentación de ofertas)),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Licitación pública Obra Publica,Obra,Seleccionado,2000000000,1875000017,13,18,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10182105,SAMC-0007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,780000000,780000000,3,9,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10182105,SAMC-0007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,Cundinamarca,Funza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,780000000,780000000,3,9,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10166544,SAMC-003-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LENGUAZAQUE,Cundinamarca,Lenguazaque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99998790,1,2,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10187550,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,Zipaquirá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,480516580,480388738,2,4,Mes(es),2026-05-04T00:00:00.000
CO1.BDOS.10183384,SAMC-012-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAGÓMEZ*,Cundinamarca,Villagómez,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,355794400,355071355,2,3,Mes(es),2026-05-02T00:00:00.000
CO1.BDOS.10156658,LICITACION PUBLICA 041-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Licitación pública Obra Publica,Obra,Seleccionado,1272727272,1198027587,58,6,Mes(es),2026-04-30T00:00:00.000
CO1.BDOS.10183704,PSACC-006 DE 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO CARMEN DE CARUPA,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,193967290,2,2,Mes(es),2026-04-30T00:00:00.000
CO1.BDOS.10179551,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE PUERTO SALGAR,Cundinamarca,Puerto Salgar,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,175000000,174757472,1,0,día(s),2026-04-30T00:00:00.000
CO1.BDOS.10192444,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,85279656,85279656,1,0,día(s),2026-04-30T00:00:00.000
CO1.BDOS.10171522,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA NEMOCON,Cundinamarca,Nemocón,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,107632108,107503779,2,3,Mes(es),2026-04-29T00:00:00.000
CO1.BDOS.10185511,MSIL-SAMC-013-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199999285,1,4,Mes(es),2026-04-29T00:00:00.000
CO1.BDOS.10088248,FACATATIVA-SA-001-26 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE FACATATIVA,Cundinamarca,Facatativá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,470010543,470003141,1,0,día(s),2026-04-29T00:00:00.000
CO1.BDOS.10163130,SAMC 044-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,96430137,4,3,Mes(es),2026-04-28T00:00:00.000
CO1.BDOS.10137333,SA-MC-006-2026 (Pré-Calificación de competidores) (Presentación de oferta),ALCALDIA MUNICIPAL DE SUESCA +,Cundinamarca,Suesca,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,158934629,150239579,3,2,Mes(es),2026-04-27T00:00:00.000
CO1.BDOS.10157730,PN ESJIM SA MC 035 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ESCUELA DE SUBOFICIALES Y NIVEL EJECUTIVO  GONZALO JIMENEZ DE QUESADA,Cundinamarca,Sibaté,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,1000000000,1000000000,7,120,día(s),2026-04-27T00:00:00.000
CO1.BDOS.10179579,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299963604,2,4,Mes(es),2026-04-24T00:00:00.000
CO1.BDOS.10004432,LP-001-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Licitación pública Obra Publica,Obra,Seleccionado,1272727272,1270501800,1,12,Mes(es),2026-04-24T00:00:00.000
CO1.BDOS.10179579,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299963604,2,4,Mes(es),2026-04-24T00:00:00.000
CO1.BDOS.10179579,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL TAUSA,Cundinamarca,Tausa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299963604,2,4,Mes(es),2026-04-24T00:00:00.000
CO1.BDOS.10151655,FTIC-SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,382543993,382166994,2,0,día(s),2026-04-23T00:00:00.000
CO1.BDOS.10152061,MA-SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,400000000,2,2,Mes(es),2026-04-22T00:00:00.000
CO1.BDOS.10152061,MA-SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,400000000,2,2,Mes(es),2026-04-22T00:00:00.000
CO1.BDOS.10152061,MA-SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,400000000,2,2,Mes(es),2026-04-22T00:00:00.000
CO1.BDOS.10152061,MA-SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE ANOLAIMA,Cundinamarca,Anolaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,400000000,2,2,Mes(es),2026-04-22T00:00:00.000
CO1.BDOS.10134602,LP-001-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE EL ROSAL,Cundinamarca,El Rosal,Licitación pública Obra Publica,Obra,Seleccionado,3234086234,3017078997,66,8,Mes(es),2026-04-22T00:00:00.000
CO1.BDOS.10116536,LP-001 DE 2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Licitación pública Obra Publica,Obra,Seleccionado,2767378222,2601330792,27,7,Mes(es),2026-04-21T00:00:00.000
CO1.BDOS.10161472,SA-MC-007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,325524475,325524474,1,4,Mes(es),2026-04-21T00:00:00.000
CO1.BDOS.10150506,LP-002-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Licitación pública Obra Publica,Obra,Seleccionado,1751206330,1643196879,9,0,día(s),2026-04-20T00:00:00.000
CO1.BDOS.10066469,LICITACION PUBLICA 022-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Licitación pública Obra Publica,Obra,Seleccionado,2421707115,2221858441,41,6,Mes(es),2026-04-20T00:00:00.000
CO1.BDOS.10144418,PSACC-004 DE 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO CARMEN DE CARUPA,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,293997651,3,3,Mes(es),2026-04-17T00:00:00.000
CO1.BDOS.10136653,AMS-SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,100000000,2,3,Mes(es),2026-04-15T00:00:00.000
CO1.BDOS.10152210,FTIC-SAMC-010-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,380000000,378939876,3,0,día(s),2026-04-15T00:00:00.000
CO1.BDOS.10141385,AMS-SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,100000000,2,3,Mes(es),2026-04-15T00:00:00.000
CO1.BDOS.10164976,MSIL-MC-011 DE 2026,MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,Mínima cuantía,Obra,Seleccionado,47091488,37814731,4,2,Mes(es),2026-04-10T00:00:00.000
CO1.BDOS.10130069,SA-MC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99937641,1,2,Mes(es),2026-04-10T00:00:00.000
CO1.BDOS.10022029,AMS-SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,100000000,2,3,Mes(es),2026-04-09T00:00:00.000
CO1.BDOS.10124170,AMS-SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SUBACHOQUE,Cundinamarca,Subachoque,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99995514,1,3,Mes(es),2026-04-09T00:00:00.000
CO1.BDOS.10122202,SA-MC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99999990,1,3,Mes(es),2026-04-09T00:00:00.000
CO1.BDOS.10039142,FTIC.SAMC-001-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,143448065,143163526,1,0,día(s),2026-04-08T00:00:00.000
CO1.BDOS.10159483,MC-013-2026,MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Mínima cuantía,Obra,Seleccionado,28635044,23227178,4,30,día(s),2026-04-08T00:00:00.000
CO1.BDOS.10045927,LP-002-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE SOACHA..,Cundinamarca,Soacha,Licitación pública Obra Publica,Obra,Seleccionado,1498650824,1389399306,43,10,Mes(es),2026-04-07T00:00:00.000
CO1.BDOS.10107847,SAMC-008-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,Cajicá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,590909090,561709223,3,6,Mes(es),2026-04-07T00:00:00.000
CO1.BDOS.10087815,SAMC 023-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE ANAPOIMA/,Cundinamarca,No Definido,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,449000000,448892409,3,3,Mes(es),2026-04-07T00:00:00.000
CO1.BDOS.10111820,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SAN FRANCISCO,Cundinamarca,San Francisco,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,102939860,102937896,2,2,Mes(es),2026-04-06T00:00:00.000
CO1.BDOS.10108219,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,79453112,75388816,4,90,día(s),2026-04-06T00:00:00.000
CO1.BDOS.10093405,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GUADUAS,Cundinamarca,Guaduas,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,449996661,449999661,2,4,Mes(es),2026-04-01T00:00:00.000
CO1.BDOS.10106525,CQ-SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299991504,1,4,Mes(es),2026-03-31T00:00:00.000
CO1.BDOS.10015903,SAMC-004 DE 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,136181997,136008791,1,2,Mes(es),2026-03-31T00:00:00.000
CO1.BDOS.10086098,SAMC 2026-0491 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL FUSAGASUGA,Cundinamarca,Fusagasugá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,310000000,294377567,2,3,Mes(es),2026-03-31T00:00:00.000
CO1.BDOS.10002996,LP-01-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE CHOCONTÁ,Cundinamarca,Chocontá,Licitación pública Obra Publica,Obra,Seleccionado,1298007498,1257858826,74,6,Mes(es),2026-03-31T00:00:00.000
CO1.BDOS.9984589,SA 006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,300000000,299988558,3,5,Mes(es),2026-03-31T00:00:00.000
CO1.BDOS.10095275,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA DE SESQUILE,Cundinamarca,Sesquilé,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,135000000,127093398,6,120,día(s),2026-03-30T00:00:00.000
CO1.BDOS.10086622,SA-MC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399817288,1,4,Mes(es),2026-03-30T00:00:00.000
CO1.BDOS.10086622,SA-MC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399817288,1,4,Mes(es),2026-03-30T00:00:00.000
CO1.BDOS.10086622,SA-MC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399817288,1,4,Mes(es),2026-03-30T00:00:00.000
CO1.BDOS.10004711,LP-002-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Licitación pública Obra Publica,Obra,Seleccionado,3181818182,3178490121,2,12,Mes(es),2026-03-30T00:00:00.000
CO1.BDOS.10080876,SAMC-007-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399994520,1,2,Mes(es),2026-03-30T00:00:00.000
CO1.BDOS.10086622,SA-MC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399817288,1,4,Mes(es),2026-03-30T00:00:00.000
CO1.BDOS.10060243,MSIL-SAMC-009 2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,220000000,219593515,1,4,Mes(es),2026-03-27T00:00:00.000
CO1.BDOS.10062568,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,399997323,399292467,2,90,día(s),2026-03-27T00:00:00.000
CO1.BDOS.10080082,SAMC-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,487649000,487642090,1,2,Mes(es),2026-03-27T00:00:00.000
CO1.BDOS.10130093,MIC-028-2026,Alcaldía Municipal de Gachalá,Cundinamarca,Gachala,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,8,Mes(es),2026-03-26T00:00:00.000
CO1.BDOS.10079937,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,230000000,229951526,1,3,Mes(es),2026-03-26T00:00:00.000
CO1.BDOS.10129523,MC-015-2026,MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua De Dios,Mínima cuantía,Obra,Seleccionado,49000000,47539548,2,0,día(s),2026-03-26T00:00:00.000
CO1.BDOS.10126199,MC-020-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,0,día(s),2026-03-25T00:00:00.000
CO1.BDOS.10003092,LP-02-2026 (Fase de Selección (Presentación de ofertas)),MUNICIPIO DE CHOCONTÁ,Cundinamarca,Chocontá,Licitación pública Obra Publica,Obra,Seleccionado,11363636352,10954148284,16,12,Mes(es),2026-03-25T00:00:00.000
CO1.BDOS.10126199,MC-020-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,0,día(s),2026-03-25T00:00:00.000
CO1.BDOS.10126199,MC-020-2026,MUNICIPIO DE VILLAPINZON,Cundinamarca,Villapinzón,Mínima cuantía,Obra,Seleccionado,49000000,49000000,1,0,día(s),2026-03-25T00:00:00.000
CO1.BDOS.10004814,SA-MC-001-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO MANTA CUNDINAMARCA,Cundinamarca,Manta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,373968115,373968115,1,3,Mes(es),2026-03-25T00:00:00.000
CO1.BDOS.10080265,SAMC-006-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE UBATE,Cundinamarca,Villa De San Diego De Ubate,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,400000000,399973405,3,3,Mes(es),2026-03-25T00:00:00.000
CO1.BDOS.10075233,SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE MACHETA,Cundinamarca,Macheta,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99766286,3,3,Mes(es),2026-03-25T00:00:00.000
CO1.BDOS.10066961,SAMC-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CUCUNUBÁ,Cundinamarca,Cucunubá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,99954728,2,2,Mes(es),2026-03-24T00:00:00.000
CO1.BDOS.10084415,CQ-SAM-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CAQUEZA,Cundinamarca,Caqueza,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,310591118,310591118,1,6,Mes(es),2026-03-24T00:00:00.000
CO1.BDOS.10038882,FTIC-SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,200000000,4,0,día(s),2026-03-24T00:00:00.000
CO1.BDOS.10058568,FTIC-SAMC-004-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,204045284,204025303,1,0,día(s),2026-03-24T00:00:00.000
CO1.BDOS.9985457,SA-004-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,330000000,328022018,2,3,Mes(es),2026-03-24T00:00:00.000
CO1.BDOS.9989782,SA-005-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE LA MESA,Cundinamarca,La Mesa,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,316985000,314451705,2,3,Mes(es),2026-03-24T00:00:00.000
CO1.BDOS.10035639,FTIC.SAMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,286330668,286301080,1,0,día(s),2026-03-24T00:00:00.000
CO1.BDOS.10084132,SA-MC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199544530,1,3,Mes(es),2026-03-20T00:00:00.000
CO1.BDOS.10084132,SA-MC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA MUNICIPAL DE GACHETA,Cundinamarca,Gachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199544530,1,3,Mes(es),2026-03-20T00:00:00.000
CO1.BDOS.10079682,SAMC-004-2026  (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE FUQUENE,Cundinamarca,Fúquene,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,100000000,2,2,Mes(es),2026-03-19T00:00:00.000
CO1.BDOS.10044026,SAMC-002-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CUCUNUBÁ,Cundinamarca,Cucunubá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,100000000,94949962,2,2,Mes(es),2026-03-19T00:00:00.000
CO1.BDOS.10062002,MSIL-SAMC-010 2026. (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,200000000,199999999,2,4,Mes(es),2026-03-19T00:00:00.000
CO1.BDOS.10044759,SMC-003-2026 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE CUCUNUBÁ,Cundinamarca,Cucunubá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,249864997,236874651,4,4,Mes(es),2026-03-19T00:00:00.000
CO1.BDOS.10062844,SAMC 004-2026 ALC-GTA (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE GUACHETÁ,Cundinamarca,Guachetá,Selección Abreviada de Menor Cuantía,Obra,Seleccionado,344907990,344907990,1,3,Mes(es),2026-03-19T00:00:00.000
